date,gdp_growth
2010-03-31 23:59:59.999999999,1.8019536154525808
2010-06-30 23:59:59.999999999,-1.6914972927740526
2010-09-30 23:59:59.999999999,0.3138379644170736
2010-12-31 23:59:59.999999999,-1.6316122772473483
2011-03-31 23:59:59.999999999,4.466697847406243
2011-06-30 23:59:59.999999999,0.5566056306112324
2011-09-30 23:59:59.999999999,0.2796634446308688
2011-12-31 23:59:59.999999999,-0.8251187598821562
2012-03-31 23:59:59.999999999,1.6673745272159786
2012-06-30 23:59:59.999999999,-1.3385142680825202
2012-09-30 23:59:59.999999999,-0.548980720826001
2012-12-31 23:59:59.999999999,-0.9940032555097893
2013-03-31 23:59:59.999999999,0.7597179959075897
2013-06-30 23:59:59.999999999,-0.40412314269776856
2013-09-30 23:59:59.999999999,0.9721540845613907
2013-12-31 23:59:59.999999999,2.1331148711932224
